name,reviews
Robert,Because  of the most greatest and understanding  employees  have excellent  service I recommend  yall anytime
Clerynn Robinson,Advance America made it so easy for me to get cash quick in an emergency. Everything was online and immediate. Thank you
Martha Perryman,"The Site Manager was professional, courteous, very nice and completed my request quickly and efficiently."
Angela,"Always there to help when an emergency arises or when I’m overextended. Such a relief not to worry, “what will I do if…”Thanks again"
Peggy,This place is awesome and will work with you if you have something come up. I will continue to have them as my go to
Deborah,I was impressed. Fast thoroughly done. Sent to my bank account. Only complaint is high interest cost. Will be my last till interest comes down
Mary,It does helped me lot and on online is more flexible than going to the place and waiting in the line…it is more private to do
pedro,advance america is the best to lend money jeniffer is a great person thank you very much jenny .
Janet Bishop,The customer service is always proffesional and friendly. Fast curtious servive! Theyre awesome
Travis,I have to say they are very friendly there very courteous and professional I would go back again and again
Tonia,"Everyone was very helpful and understanding,  wonderful customer service and great attitude."
Marcus,"The representative that helped me was very friendly, which is great to encounter every time."
Richard Johnston,The staff was very helpful and friendly. They were joking with me and made me feel welcome.
Angie,Advance America has definitely helped me between paydays. Easy process and fast service. Would recommend to family and friends.
Nichole Patterson,The representing at store 7 mile & schaefer in Detroit were really knowledgeable experienced and helpful. Thanks
Kevin,"The guy at the Bartow location, and I forgot his name, was excellent. Really helped me out a couple weeks ago. Advance America is awesome!"
Georgia Valenza,At this time in my life things seem upside-down since my husband passed away...you are helping me stay afloat...thank you...
john pina,"0Thank You sooo much for being there at a time of need, for being within hands reach , Again Thank You -  john"
Frank,This service helps me to survive in a harsh world and makes it possible to get cash for things on time in difficult times.
Cheryl,"Great company, they have helped me through Troubled times, but I feel the interest is to high just wish you had discounts"
Albert,"The process is so easy. I walked in asked for a loan, expecting to be denied. Nope not today. Your approved."
James Green,They were both very helpful in getting my loan. I would recommend this to anyone in Laredo Texas
Laruth,Staff was very professional and helpful in completing my process for a loan. I am pleased with the results.
Hiedi,Best customer service ever!! I appreciate the 2 lady's that work so hard to make it happen for us all that need a loan.
Claudia,Mary is very professional and very friendly makes my experience great every visit.
Tammy,Customer service was excellent. My transaction was done quickly and efficiently!
Esmeralda,Excellent quick and received my money right away. I would refer many to this loan company.
Katherine Courtney,The password reset wasn't user friendly. It wasn't sending me the sms text so I had to call and talk to a rep.
Alden Darby,Awesome customer service everything went smooth and I’m completely satisfied.
Demny,My experience was very good it was easy and had the money fast in the bank. Hassle free
Ruby deguzman,always excellent customer service at girvin  location keep up the good work.
James,Better than expected customer service. Friendly and knowledgeable about your products.
Cathy,"I applied on line for a $900 advance on October 12,2022. The website was very easy to input my information."
RM,i was very impressed with the ease of getting the loan and the repayments!
Beverly,I had a good experience with AA an they helped me out with what I needed
Susan,Sharon and Barbara are the best. Nicest staff and fast service. Highly recommend.
Keith Nabe,Great quick an efficient service plus a smile to boot. Whole process only took 8 minutes.
Carol,"Always accessible, conducts business quickly, professionally and with security."
Margarito,They r always helpful n take care of me all the time been with them for 2 years
Bernice,your office at Wabash was my go to center after Peru closed. very very helpful.
Richard,Very fast and friendly customer service. Highly recommended
Patricia B-Texas,"Great customer service and it was fast and easy!!!Way to go Ms.Savage Paris,Tx"
Marie,She’s was really caring explain clearly one word satisfied
Melissa,"Brenda in Saint Charles is awsome, pleasant, friendly and always ready to accommodate my needs.😊"
Veronica,Excellent customer service and professionalism from Taylor. I will be back.
Shari,I was very pleased with everything and the money was there the next morning
Michael,They're always very friendly and pleasant and always able to meet my needs
Michael G Adams,Awesome customer service the lady was so very nice will do business again
Casi,Excellent service and on time reliability. That’s hard to beat!
Carol,Easy accessible online. Monies received quickly. Thank you for your promptness!
August,I enjoy coming to you because I am always treated with friendly service very enjoyable.
Gail,Quick and easy experience. Almost instant deposits.
Gevoda Martin,My experience with Advance America was fast and easy. Money was deposit the next day.
Paula,Everyone I experience at your business is so very sweet! I
Donald,"Very helpful, made everything easy to understand. Professional and friendly service."
Beak,My experience with Advance America has been great
Traci Baehr,"I'm happy I found advance america. Helpful employees, and I like the setup."
Chanel,"Great customer service,explained everything thoroughly and was very polite"
Armand,Great staff never a problem to get a loan in minutes I had 3 loans never a problem
Christine,All i can honestly say is excellent service and friendly
Leonetta,My agent was kind and very informative in issuing the loan. Best customer service
Ryne,They always get your money to you with no issues and very quick service!
Julie,They are very good and willing to help their customers.
Gwen,"I was very pleased with the service fast, easy, and nice people"
Christine,"The ladies were all EXTREMELY HAPPY, FRIENDLY AND SO VERY,VERY HELPFUL!!!! Woodlawn,Ohio"
MICHAEL JOINER,Friendly staff and fast service.  Your in & out in 10 minutes.
Mary,Always pleasant staff. Glad about new loan program starting soon.
Deb,Awesome dependable fast and furious one stop shop always my go to
Melissa,"Amazing customer service, Teri was kind and very helpful."
Araceli Sanchez,Excellent customer service.Very helpful and polite her name is Elizabeth
Brenda,This office is wonderful. Kind and knowledgeable
Rebecca,Signed all documents on Thursday 10/14. Still awaiting funding.
Joseph,Always here to help you  to get what u need thanks guys
James,Great service 5 star knowledgeable and courteous very wonderful staff
Phil Bachinski,Great as always every location in Grand Rapids
ChaMichael,My experience with yall was amazing Ms.Jones was so wonderful
Georgia prather,They are good company to do this with fast and easy thank u
James MASON,Everything is so easy and everyone is so easy to deal with.
Juvy,Easy process money was in my account the first business day
Janice Kirby,Great experience!!! So fast they had my money to me the next day
Rebecca,Very friendly service! I was in and out quickly.
Debra,Everything work out perfectly 🥰.
hall,Service is great..always there when I need them
Michael,Always very professional and polite towards me.
Johnnie,They or a great place to go when you need money
Jefferie,Always there when you need them. Good Customer Service
Pamela,Great experience.  Fast and easy
Travis,"Overall great service,  very satisfied."
Lee,Great to work with and outstanding customer service.
Chester,Love doing business with advance America they are the best
Obinna nwosu,Had a very  nice  experience. Employees were very nice. 10
Blanche,"Brittany was awesome, very professional and quick."
John,Sean was awesome. Very professional and expedient
Phineas,Great customer service Thank youRonert
Clinton,Employee helped good service for customer
Robert,it was very good when I needed some money
Clarence,"Great company, easy to work with, funds fast."
Edward,"Ma’Qaria is the best!!! , ask for her…"
Rickey,Great job and friendly.
SHELLY G NELSON,"Excellent service, friendly staff"
Matese,"Awesome, courteous and prompt!!"
Kathryn,"clerks very nice, helpful and professional"
Jacqueline,"James was very helpful, and quick!"
Christopher,"Great, smooth as silk."
Glicirda,Love Trisha and Cheryl
Jamiya,Fast approval. Low payments.
Jonathan,"Your always there, Thank You."
Sheree,Great service Great employees
Chris,Great people. Great company.
Roberta Reid,Awesome sauce!!!
Bernadette C,Enjoyed my visit
Michael,They were awesome.
KIMBERLY,Helpfulness
Robert,I did my application online and everything was quick and easy when I went to Cash America to get my loan and Rody that assisted me was very polite and helpful.
Karen,Online is easier to apply for a loan and the money is quickly available
Daphne,"Ms. Kanisha Freeman is nothing short of amazing! Fast, friendly and took care of all my needs within 15 minutes"
LARRY,They were very professional.  I had questions and answered very kindly and friendly.
Billie,Janetta was friendly and very helpful. Service fast and efficient. Excellent experience
Norma,the ladies was real respectful good customer service and really helped me made my day good alter rd and mack office
Angela Jones,Agent at store sent loan to wrong account number. Have to wait for money to get returned to reschedule a lone.
Dalvin,Great customer service. And thank you guys for your fairness and trust.
DARLENE MCGEE ,The service that I received was excellent.
Eric,I had a very good experience with advance
Phillip,I don't have much to say except I really appreciate and thank you for helping me out
Mary,Highly recommend them staff is very friendly always a smile when u enter the facility
Wendy,I have done twice and still havent recieved no money.
Stacey,"Always treated so well, very happy with your service."
Berenice Lopez,very nice and quick
Brenda,Buisiness was fast and professional! No problems.
Kelsey,"I was very well please with Bernetta Longmire help with a successful loan. She is very professional, and I appreciate her attitude and spirit. We need more people like her to serve the public.Thank you.2838 Henry St. Muskegon Michigan 49444"
Jackie Sims,I have used your company for years. My only concern is why did you open at 10AM and someone was on a break and you were closed at11AM to reopen at noon.
Martha,Fast and friendly service. Great people to work with.
George,Staff is very polite and professional
Janice,The lady was very nice and respectful and was also very helpful on what I needed and got everything taken care of with no problems at all and I would recommend sending people your way and thank you for your service she was a very sweet lady
Tony,Very helpful and knowledgeable. Made the experience  smooth and easy
Jacob,Rebecca was a great help. The process was quick and easy. I will be letting all my friends know where to go
Earl Evans,During my visit week ago. Representative was nice and pleasant. She explain everything well..Polite and had great attitude.
Cheryl,The staff is awesome.  Friendly and helpful.
Kimberly,"I truly hate to borrow money by getting a loan anywhere, but when I was hurting for money I was taking care of by Alicia there at the Festus location and since I didn't start my new Job Location (because I was in transition of transferring from my job from Florida) I wasn't working for a couple of months taking care of my father. So I needed Cash to cover me til I got my first check and Alicia helped me out and explained everything and was courteous and helpful in my desperate embarrassing situation. Even when I wasn't sure I what day I was going to get paid that week they let me know that I would be ok and gave me a day or 2 just in case. Then after I got my direct deposit from my job I came it to pay my payment in full and Alison took care of me and I decided to get another loan that was much easier for me to do and for some reason their system wasn't taking my bank account number and I thought I wouldn't be able to do it and Alison was so patient and helpful and we both figured that I was missing 2 digits extra and she put it in and it worked (besides I learned something new to make sure I have the 2 other digits I need for my account lol ) I really enjoyed these 2 ladies professionalism and courteous attitudes they shown and understanding of my situation. I really appreciate it cause it goes along way. Can't thank them enough and will recommend other's who are in their own situations."
Carol Ide,Advance America is a life saver..friendly employees.Thank you for existing
Ayala,Really simple too use. No waiting in lines and really quick. Thanks
Latara,"My online experience was terrible - pre-approved then almost denied then mandated to send all my documents - really horrible Wasted my time, even with a lengthy phone call. I went into the office & what a difference ! The representative was so polite & helpful, I walked out with my loan  & very satisfied; a full 5 star & then some."
Shaletha,"I was very impressed with the person who helped me apply for the Advance America loan.  He led me through every step carefully and patiently. He was confident and knew exactly what to do.  I appreciated the ease and  clarity with which the process was designed. The environment was clean and appeared to give the ""air"" of efficiency.  The e-mail confirmation sent following the application at Advance America was on time and very helpful! I was able to start a loan file on my PC.  Thank you so much!"
Sam Fitchett,Staff was super friendly and professional.
Hodies,Service Is Always Excellent Always Pleasant Personality Office Always Clean Have Nothing Negative Or Bad To Say Keep Up The Good Work
Nash,Very helpful and had patience with me after a 12 hour shift
Rosemary,"Always have a good experience, no complaints."
Ricky,"I enjoy going to the Cedar Rapids, Iowa location. They are always friendly, understanding, & informative. Honestly, I’m not fond of going thru the customer service or online. It’s not very personal."
Ticorria Wells,As always they are there on the spot. And when you visit their office the people are amazing there in Cape Girardeau
Brenda,"Advance American has always been a reliable source when I need funds. They have amazing customer service, and timely transactions. I will continue to use them for my short term cash needs!"
Mary,I put in an application for an installment loan and was approved within minutes. But when I had a problem with submitting my proof of income I was told that I could come by the office and submit my proof of income and after doing that I was offered more than what I was approved for and given the chance to either receive it or decline it and I left the office pleased.
Marie,"The service was amazing, desiree was very friendly. The information given was very helpful and the explanation of the process was appreciated."
Jeffrey Ashley,"Amazing service, professional and very knowledge!"
Alan,Good service.  Thank You
Michael,Professional Quick and thorough. Respect and Quality glad to be working with this organization.
Colleen,Awesome service and very professional assistance!
Judy,Everyone was professional and courteous. All customer service representatives were very well knowledgeable with my choices.
William,Excellent service quick no hassle and the BEST!
Jeremy Grimes,Quick and fast and understandable thanks Desiree
Steven,"I did my application on line and I had a little trouble downloading my documents so I went into the Baytown office. The lady was very rude to me and acted like I was bothering her , even though there was no one else in the office. I left and called the number on the website and they were able to assist me. I also called the Humble location the next day to check on the status and that lady was super nice. The process itself was easy and everyone else was helpful. Perhaps check in on Baytown lady , I will not be goojng back in that location."
Walker,Easy and quick
Marsha,Customer service reps on your 800 number screwed everything up. I ended up paying more and getting less than what I originally requested. The store attendant Sidney Perry was very nice and helpful.
Paul D Hoover,I'm always pleased with the way Advance America people handle my loans. Have been going there for quite a while.
Douglas,This office gives the best customer service….
Vergia Miskel,"I always leave their store with a smile and feeling better about my financial situation. The ladies that work at the 7th street location in Joplin, MO. Feel more like friends than associates I do business with. I look forward to going in the store and seeing them everything I do. What a comfortable feeling to know they are there to help and guide me anytime I may need to! They are the best."
Susan,I love this payday loan they make life easy when your in a bind. Thanku AA👍
Donna,An excellent place to do business. The manager is super nice and remembers me every time I’m in her store.
Ricky,Always a joy to do business with you folks. I always am treated with kindness and professional courtesy. Thank you so much Woonsocket
James,Awesome people I have been doing business with advance America in Clarksville Tennessee for almost a year an would not go anywhere else
John streng,My experience was very easy and went smoothly with the loan transaction my store located at 15015 Vandyke Ave centerline MI was nice clean and my representative Chelsea Johnson was excellent she was very kind vibrant and her work ethic was amazing
Chianti,"I am a senior citizen and not comfortable or knowledgeable with todays technology. On the day I went to Advance America at my arrival the courteous and professional greeting put my mind at ease. While waiting my turn I observed the patient and courteous treatment the person who was being waited on received, who also was a senior citizen. The two ladies working there both gave ""good customer service"" care. Working with the public is not easy, and ""not"" for everyone and it shows! It also shows when it's done right. I experienced it done right on October 7th. Thank you ladies for your service!"
Tawanza,Attendant was very knowledgeable and helpful when certain steps on tablet came up . Explained everything in detail and offered suggestions on multiple courses action to repay the loan.
Leona,James and Tara will do everything they can to help you! You will not be disappointed by their customer service.
Joel,Ashley is very polite and friendly I would definitely recommend them.
Yeba,Whenever we go to advance America we are treated with respect the teller is very courteous and polite it was a great experience.
ISAIAH,"When I need a loan, it’s fast and easy to do online. Funds are deposited real fast."
Judith Berrios,"cash in 10/3 and advance 10/4 effective location branch no problem for application( no Problem with Manager at this location But I felt Abused and lied too 10/5 Personally by temp Person Shayla V, I can offer to Regional Manager the full Reason and by my lawyer and Attorney General of Florida Why I will not ever do business with Advance again Regional Manager or higher may call me 352-598-3510"
Susan,Is a good company and they are very nice to help people. Thank you si always do my loans there.
Mark,"Extended repayment plan offered is a great customer assistance program .   But..please adjust your auto debit program to debit on the customers Actual payday, not one day before and then they are marked as being late with their repayment."
Deborah,All the times that I have visited this store Peggy has always been nice she's a very positive person keep up the great work.
Jose,"You All, we’re Awesome, very fast, I’m a happy camper.😁"
Sharon,Very fast and efficient. Portal is super easy to use. Everything is easy to understand.
Katie,"Great experience love all the staff,I do refer friends and family."
PRECIOUS,I’m very happy with advance America Beatriz Ibarra she is wonderful worker she have 100% p/c - c/s
Dayna Kalayjian,Very quick and professional. They work with u.
Michael,Got  very good and fast service and friendly workers....great job......RC Brown
Margaret,"Advanced America is an easy place to get money you need quick.The staff is always polite and answers question so you understand.I would have financial problems if they were not in my life.I would like this review to go to the three offices I have used: Crystal River, Fl, Homosassa, Fl, and Dunnellon, Fl."
Jacqueline C. Camacho,"The process was quick, did online came into the location to pick up funds. There was only one person working on a Saturday I felt bad for the worker. He was great and still smiled. Everything was quick and easy"
Toya Mitchell,Customer Service is great...always able to help and explain things.
Shimon,"She's amazing, fast, ALWAYS SMILING, SHE DESERVES A RAISE."
Theressa,"I came to the office to get a loan & the system was down but I waited & sure enough the system was up & was able to get what I needed, Thank you for always being their for me ❤️🦋🌺"
Coretta,Agents helped me reborrow on my account.  They even waited for me to get my paperwork together.  Went smoothly and I was out quickly and Efficiently.
Cathy Garza,They were fantastic as usual.I am repeat customer just because of those ladies there.They make me feel comfortable and glad i do business there.They go out of their way to help you and always with a smile.
Michael,When I went in to pay my payment everything went great they were very nice and helpful
Marianne,"Each time I have used them they have been efficient, professional and expedient. I truly appreciate them as a gap measure"
Edith woodall,Great customer service. Both ladies were kind and very helpful.
Tina,Great place when you really need help! I visited Jenny Moore on north Lewis and she was super professional and made sure I understood all my options. The office was clean and and the decorations made me feel welcomed! The process was quick and I had my money before I hit the door!
Diane Clary,"Awesome customer service...was nervous, but she made the process so smooth and even did recommendations."
Jane,"Without a hitch when I need you guys, thank you"
Nicole,Helpful and saves the day!!!
JOAN,They did an amazing job and were fast was able to help me.
Sexy Red,They are very helpful and nice
Brett,"Wonderful, Helpful staff, helped with any issues to make it easier on borrower. Very caring staff"
"Elizabeth-Oxnard,CA",Fantastic customer service at Advance America.
Derreck,Still haven't received funds after being approved last Friday
William Lynch,Customer Service help you rigth away and easy to get a loan
Patricia,Awesome experience..Great assistance...Manager was so friendly and helpful 😀. ..The assistant was great..My process was quick & easy
L. P.,"Every time I make a visit there it's so very pleasant. They greet you, they ask about your day, So very very nice. I love this place. Thanks so much."
William,"The process was easy , the representative was very pleasant. The ability to obtain an advance come in very handy ! Excellent job"
Teresa,Excellent personalized service. Very helpful and knowledgeable.
Terri Holt,You have done anything. I still have not received my funds
Jacqueline Jackson,"Good, friendly service every time."
james carr,Great experience good people process didn't take long at all and very knowledgeable
Christopher,They are very professional and friendly and always take good care of my need and very helpful
Becky,Mrs evangelen in grenada ms store is awesome. She makes everyone feel like family and more that just an account number. The store is always clean and she gets everyone in and out in a timely matter.
Elizabeth,I walk into the store and was greeted by Shirley the store manger. She was very polite all through the transaction by helping me getting a loan. If you are looking for a loan go to the store on Craig road.
Henry Thompson,everythings was good and no problem
Dennis,"First time utilizing Advance America services. Meaghan was extremely helpful, explained in detail the processes & terms and very expedient taking no more than 30 minutes from entering to leaving. Very satisfied with my experience. Thank you Meaghan.Sincerely;David"
Robert,Very efficient And professional with a great personality.
Martha,great service and very fast highly recommended.
Maureen,I have had some issues with the online loan. But when I call people are always very receptive and resolve it quickly.
Nora,Excellent except for when your system goes down
Ghost Hunter AKA Dragonfire Gh,"On Thursday October 6, 2022 I received the best customer service in the 8 years that I have been a customer with Advance America. This Service was received at the Lauderdale  Lakes service center. The Representative provided me with information that was never provided to me before. She is a real asset to Advace America."
G L Washington,"Difficult to explain you admit even after I’ve modified my due date, you fully understand and accept it, the system is still going to act like we just never had this conversation and I will get all the annoying texts, etc, I’m correcting the date for, make sense I hope."
Beverly,Excellent and fast courtesy customer service
Daphene,This is my Fourth time using Advance America never had a problem easy to submit information and a fast response
Adriana,Great service..Very professional and the process was really easy and quick..Nice people..
Raymond,I was extremely happy with my visit to Advance America. I had a financial emergency and was able to borrow the money needed with no problem. Megan Cobos was so very helpful and very professional. Thank you!
James,I love the ladies at my store. They are always helpful and in a good mood no matter how busy they are. Palatka Florida is lucky to have them!!
RC Brown,Quick easy fast money in mins. Specially way it’s going now with prices b n so high.
Linda,I found Advance America very very helpful especially on my visit a Friday. I received excellent service and asked Danielle several times to repeat herself because I have PTSD and do not follow numbers easily. She did and was fast professional and polite. A great experience !!!
TINA,It is nice when i could apply and get it approved and deposit in my bank quick.  :-)
Lauri,Great employee's very helpful and understanding to your needs. Friendly customer service and always finding new ways to help their customers would recommend all my friends
Gloria,I love advance america. I just wish after using them for so ling they could give the customer a break on the finance charge or something. Once you start using these types of places its really hard to get out of them.
Karen,"First time in and out 20min, friendly customer service."
Christina,I had a very good experience.  The representative didn't take too long and the application was done on a computer.  I felt welcomed by the AA representative.
Mick,Great company employee was very helpful and friendly
Kristine,Convenient to use online but sometimes the loan stays opens for too long after repaying
Gloria,"The clerk was very cordial, polite and professional . Smiled the entire visit."
Beecher,"Very good, I eft with joy"
Henry,Excellent service. Would highly recommend.
Tekeshia,"Representative was courteous, professional, knowledgeable and helpful.  Transaction was completed in reasonable amount of time."
